Academy of En	ET 88C,FRIA C T 	ET 88C	FRIA C T 					3
English	ENGL 7,PACCHIOLI J J	ENGL 7	PACCHIOLI J J	2	11	12		29
English	ENGL 8,SOSNER J A	ENGL 8	SOSNER J A	12	13			30
English	ENGL 10,ROSALES C M	ENGL 10	ROSALES C M	3	8	1		19
English	ENGL 14,ENGELMANN D S	ENGL 14	ENGELMANN D S	18	5			26
English	ENGL 15,VISHWANADHA H 	ENGL 15	VISHWANADHA H 	7	7	8	12	34
English	ENGL 20,GARCIA M S	ENGL 20	GARCIA M S	3	8	4		25
English	ENGL 20,PAIK-SCHOENBERG J 	ENGL 20	PAIK-SCHOENBERG J 	3	5	2	7	21
English	ENGL 20,WRIGHT N E	ENGL 20	WRIGHT N E	4	6	8	1	23
English	ENGL 20,TODD G T	ENGL 20	TODD G T	2	3	7		24
English	ENGL 20,PAK M	ENGL 20	PAK M	5	3	10		25
English	ENGL 20,TODD G T	ENGL 20	TODD G T	4	7	4		27
English	ENGL 20,PRITCHARD L A	ENGL 20	PRITCHARD L A	5	6	7		24
English	ENGL 20,HOTSINPILLER MATTH 	ENGL 20	HOTSINPILLER MATTH 	4	8	2	7	25
English	ENGL 20,WRIGHT N E	ENGL 20	WRIGHT N E	1	9	3	1	21
English	ENGL 20,TODD G T	ENGL 20	TODD G T	1	4	9		19
English	ENGL 20,PRITCHARD L A	ENGL 20	PRITCHARD L A	7	7	2		24
English	ENGL 20,O'HARA D M	ENGL 20	O'HARA D M	1	5	8		25
English	ENGL 20,WOODRUFF S K	ENGL 20	WOODRUFF S K	3	2	3		17
English	ENGL 21A,HABEL L W	ENGL 21A	HABEL L W	2	16	1	1	26
English	ENGL 21A,CARDENAS T P	ENGL 21A	CARDENAS T P	11	10	1		26
English	ENGL 21A,TRIPLETT J	ENGL 21A	TRIPLETT J	5	2	1		26
English	ENGL 21A,FUCHS C A	ENGL 21A	FUCHS C A	2	3	10		25
English	ENGL 21A,YUDELL J 	ENGL 21A	YUDELL J 		6	3	9	27
English	ENGL 21A,HELLER G R	ENGL 21A	HELLER G R	3	3	4		25
English	ENGL 21A,HAMADA M J	ENGL 21A	HAMADA M J	7	7	2		18
English	ENGL 21A,ANDERSON E	ENGL 21A	ANDERSON E	1	5	6		24
English	ENGL 21A,HABEL L W	ENGL 21A	HABEL L W	15		6		25
English	ENGL 21A,GRIFFY W J	ENGL 21A	GRIFFY W J	3	14	1		25
English	ENGL 21A,NASON N B	ENGL 21A	NASON N B	2	12	8		24
English	ENGL 21A,BLACKWELL N	ENGL 21A	BLACKWELL N	6	8	5		27
English	ENGL 21A,KAUFFMAN S R	ENGL 21A	KAUFFMAN S R	4	13	3		26
English	ENGL 21A,DEMPSEY A L	ENGL 21A	DEMPSEY A L	19	3	1		30
English	ENGL 21A,TRUBY D 	ENGL 21A	TRUBY D 	2	7	3	10	25
English	ENGL 21A,GARCIA GU	ENGL 21A	GARCIA GU	8	3	4		24
English	ENGL 21A,TOBENKIN L E	ENGL 21A	TOBENKIN L E	1	9	6		23
English	ENGL 21A,CARDENAS T P	ENGL 21A	CARDENAS T P	12	5	5		25
English	ENGL 21A,DEMPSEY A L	ENGL 21A	DEMPSEY A L	14	8	1		28
English	ENGL 21A,TRIPLETT J	ENGL 21A	TRIPLETT J	5	3	9		25
English	ENGL 21A,YUDELL J	ENGL 21A	YUDELL J	4	2	3		27
English	ENGL 21A,FUCHS C A	ENGL 21A	FUCHS C A	1	6	12		25
English	ENGL 21A,HELLER G R	ENGL 21A	HELLER G R	1	5	4		19
English	ENGL 21A,HAMADA M J	ENGL 21A	HAMADA M J	12	7	1		24
English	ENGL 21A,GRIFFY W J	ENGL 21A	GRIFFY W J	2	14	2		24
English	ENGL 21A,MISAGHI A M	ENGL 21A	MISAGHI A M	4	10	4		25
English	ENGL 21A,STERR S D	ENGL 21A	STERR S D	13	11	5		35
English	ENGL 21A,HABEL L W	ENGL 21A	HABEL L W	4	13	6		24
English	ENGL 21A,ANDERSON E	ENGL 21A	ANDERSON E	5	8	7		25
English	ENGL 21A,DOSSETT G H	ENGL 21A	DOSSETT G H	4	12	8		33
English	ENGL 21A,FERREROSA J P	ENGL 21A	FERREROSA J P	1	7	8		33
English	ENGL 21A,NELSON LAUNA A	ENGL 21A	NELSON LAUNA A	7	6	5		27
English	ENGL 21A,BEARDSLEY J D	ENGL 21A	BEARDSLEY J D	2	14	7		27
English	ENGL 21A,PADILLA E	ENGL 21A	PADILLA E	11	1	15		32
English	ENGL 21A,FONSECA M L	ENGL 21A	FONSECA M L	1	6	12		34
English	ENGL 21A,HELLER G R	ENGL 21A	HELLER G R	1	5	13		24
English	ENGL 21A,TRUBY D	ENGL 21A	TRUBY D	1	2	7		25
English	ENGL 21A,BLOUNT J A	ENGL 21A	BLOUNT J A	7	6	5		27
English	ENGL 21A,ANDERSON E	ENGL 21A	ANDERSON E	1	5	4		21
English	ENGL 21A,EBERLE B M	ENGL 21A	EBERLE B M	6	11			26
English	ENGL 21A,BELL S L	ENGL 21A	BELL S L	4	1	9		28
English	ENGL 21A,NASON N B	ENGL 21A	NASON N B	1	9	8		27
English	ENGL 21A,DIXON M J	ENGL 21A	DIXON M J	7	7	3		27
English	ENGL 21A,MORGAN D H 	ENGL 21A	MORGAN D H 	4	4	2	8	23
English	ENGL 21A,LOZADA C H	ENGL 21A	LOZADA C H	5	8	4		25
English	ENGL 21A,ROSS M S	ENGL 21A	ROSS M S	3	5	10		22
English	ENGL 21A,DEMPSEY A L	ENGL 21A	DEMPSEY A L	20	2	1		27
English	ENGL 21A,OVERALL S J	ENGL 21A	OVERALL S J	4	7	6		24
English	ENGL 21A,NELSON LAUNA A	ENGL 21A	NELSON LAUNA A	6	5	4		23
English	ENGL 21A,TRIPLETT J	ENGL 21A	TRIPLETT J	1	8	9		27
English	ENGL 21A,FUCHS C A	ENGL 21A	FUCHS C A	2	3	11		25
English	ENGL 21A,CARDENAS T P	ENGL 21A	CARDENAS T P	16	5	2		26
English	ENGL 21A,LANDAU D M E 	ENGL 21A	LANDAU D M E 	7	16	5	5	34
English	ENGL 21A,MISAGHI A M	ENGL 21A	MISAGHI A M	8	6	10		25
English	ENGL 21A,MEYER E E	ENGL 21A	MEYER E E	6	11	6		26
English	ENGL 21A,PADILLA E	ENGL 21A	PADILLA E	13	1	11	2	33
English	ENGL 21A,NELSON LAUNA A	ENGL 21A	NELSON LAUNA A	4	7	6		24
English	ENGL 21A,DOSSETT G H	ENGL 21A	DOSSETT G H	1	16	6		34
English	ENGL 21A,MISAGHI A M	ENGL 21A	MISAGHI A M	3	6	6		24
English	ENGL 21A,LANDAU D M E 	ENGL 21A	LANDAU D M E 	2	18	3	8	35
English	ENGL 21A,TRUBY D 	ENGL 21A	TRUBY D 	9	8	1	3	26
English	ENGL 21A,LOZADA C H 	ENGL 21A	LOZADA C H 	7	6	6	5	24
English	ENGL 21A,ROSALES C M	ENGL 21A	ROSALES C M	5	8	4		25
English	ENGL 21A,DURAN A	ENGL 21A	DURAN A	3	5	6		23
English	ENGL 21A,CONSTANTIN G N	ENGL 21A	CONSTANTIN G N	12	8			26
English	ENGL 21A,BOSTICK J D	ENGL 21A	BOSTICK J D	8	8	1		26
English	ENGL 21A,LOZADA C H	ENGL 21A	LOZADA C H	3	6	6		27
English	ENGL 21A,CONSTANTIN G N	ENGL 21A	CONSTANTIN G N	12	3	1		22
English	ENGL 21A,CONSTANTIN G N	ENGL 21A	CONSTANTIN G N	8	6	1		22
English	ENGL 21A,GARCIA GU	ENGL 21A	GARCIA GU	5	5	6		26
English	ENGL 21B,MINAMI A M	ENGL 21B	MINAMI A M	10		2		25
English	ENGL 21B,SANDSTROM J L	ENGL 21B	SANDSTROM J L	2	7	10		28
English	ENGL 21B,JOHNSON D J	ENGL 21B	JOHNSON D J	3	10	9		25
English	ENGL 21B,WINKLER K D 	ENGL 21B	WINKLER K D 	6	11	2	4	24
English	ENGL 21B,LEMON W R 	ENGL 21B	LEMON W R 	9	4	5	3	25
English	ENGL 21B,MOTOIKE K J	ENGL 21B	MOTOIKE K J	2	7	5		22
English	ENGL 21B,BLACKWELL N	ENGL 21B	BLACKWELL N	5	5	4		23
English	ENGL 21B,TYSON T L	ENGL 21B	TYSON T L	1	4	2		23
English	ENGL 21B,TYSON T L	ENGL 21B	TYSON T L	1	5	5	1	25
English	ENGL 21B,MOTOIKE K J	ENGL 21B	MOTOIKE K J	2	7	5	1	28
English	ENGL 21B,JOHNSON D J	ENGL 21B	JOHNSON D J	3	14	4		26
English	ENGL 21B,CANO D R	ENGL 21B	CANO D R	4	5	5		25
English	ENGL 21B,LEMON W R	ENGL 21B	LEMON W R	3	6	5		26
English	ENGL 21B,BOSTICK J D	ENGL 21B	BOSTICK J D	5	7	1		24
English	ENGL 21B,LIVANIS L	ENGL 21B	LIVANIS L	1	14	4		22
English	ENGL 21B,DURAN A	ENGL 21B	DURAN A	1	3	4		23
English	ENGL 21B,DIXON M J	ENGL 21B	DIXON M J	4	7	2		18
English	ENGL 21B,DIXON M J	ENGL 21B	DIXON M J	3	6	2		24
English	ENGL 21B,MILLER N A	ENGL 21B	MILLER N A	2	6	8		26
English	ENGL 21B,DOUCET W J	ENGL 21B	DOUCET W J	1	7	12		38
English	ENGL 21B,SANDOVAL A	ENGL 21B	SANDOVAL A	2	5	4		25
English	ENGL 21B,LEMON W R	ENGL 21B	LEMON W R	3	7	4		22
English	ENGL 21B,GRIFFY W J 	ENGL 21B	GRIFFY W J 	9	11	2	3	26
English	ENGL 21B,CANO D R	ENGL 21B	CANO D R	5	4	8		24
English	ENGL 21B,CANO D R	ENGL 21B	CANO D R	2	6	10		34
English	ENGL 21B,WILL L J	ENGL 21B	WILL L J	3	7	7		25
English	ENGL 21B,DOUCET W J	ENGL 21B	DOUCET W J	3	4	15	1	38
English	ENGL 21B,YOUNG R U	ENGL 21B	YOUNG R U	1	9	4		25
English	ENGL 21B,BELL S L	ENGL 21B	BELL S L	1	2	5		17
English	ENGL 21B,MURPHY E M	ENGL 21B	MURPHY E M	2	9	5		22
English	ENGL 21B,VISHWANADHA H 	ENGL 21B	VISHWANADHA H 		9	2	4	18
English	ENGL 21B,PHILLIPS L K	ENGL 21B	PHILLIPS L K	5	6	5		20
English	ENGL 23,SANDSTROM J L	ENGL 23	SANDSTROM J L	1		3		17
English	ENGL 23,HARTMAN M	ENGL 23	HARTMAN M	4	9	3		20
English	ENGL 26,REMMES J	ENGL 26	REMMES J	1	1	1		7
English	ENGL 30A,PADILLA M R	ENGL 30A	PADILLA M R	14	3	2		26
English	ENGL 30A,DAVIS C V	ENGL 30A	DAVIS C V	8	11			22
English	ENGL 30A,KRUSOE J A 	ENGL 30A	KRUSOE J A 	22			6	30
English	ENGL 30A,PADILLA M R	ENGL 30A	PADILLA M R	14	2	1		22
English	ENGL 30B,PADILLA M R	ENGL 30B	PADILLA M R	5				7
English	ENGL 30B,DAVIS C V	ENGL 30B	DAVIS C V	2	2			4
English	ENGL 30B,PADILLA M R	ENGL 30B	PADILLA M R	2				3
English	ENGL 30B,KRUSOE J A 	ENGL 30B	KRUSOE J A 	20			2	22
English	ENGL 31,CAGGIANO S E	ENGL 31	CAGGIANO S E	5	6	4		22
English	ENGL 32,DOUCET W J	ENGL 32	DOUCET W J	2	1	1		19
English	ENGL 40,VISHWANADHA H	ENGL 40	VISHWANADHA H	2	6	1		23
English	ENGL 48,STEEBER S J	ENGL 48	STEEBER S J	7	5		2	20
English	ENGL 50,STERR S D	ENGL 50	STERR S D	12	12	3		37
English	ENGL 51,REMMES J	ENGL 51	REMMES J	1	2			5
English	ENGL 52,DEL GEORGE D K	ENGL 52	DEL GEORGE D K	6	2			9
English	ENGL 80,SHAPIRO E P 	ENGL 80	SHAPIRO E P 				6	23
English	ENGL 84R,HARTMAN M 	ENGL 84R	HARTMAN M 				7	19
English	ENGL 84W,YUDELL J 	ENGL 84W	YUDELL J 				3	17
English	ENGL 85,MARKARIAN E A 	ENGL 85	MARKARIAN E A 				2	25
English	ENGL 85,CAMPBELL L A 	ENGL 85	CAMPBELL L A 				4	27
English	ENGL 85,MARKARIAN E A 	ENGL 85	MARKARIAN E A 					32
English	ENGL 85,JAMES K R 	ENGL 85	JAMES K R 				3	27
English	ENGL 85,DAVISON IV G S	ENGL 85	DAVISON IV G S				7	28
English	ENGL 85,JAMES K R 	ENGL 85	JAMES K R 				7	28
English	ENGL 85,CAMPBELL L A 	ENGL 85	CAMPBELL L A 				2	27
English	ENGL 85,DAVISON IV G S	ENGL 85	DAVISON IV G S				5	28
English	ENGL 85,WEATHERFORD K C 	ENGL 85	WEATHERFORD K C 				6	24
English	ENGL 85,WEATHERFORD K C 	ENGL 85	WEATHERFORD K C 				4	28
English	ENGL 85,KLEMP R M 	ENGL 85	KLEMP R M 				5	31
English	ENGL 85,KLEMP R M 	ENGL 85	KLEMP R M 				6	28
English	ENGL 85,CAMPBELL L A 	ENGL 85	CAMPBELL L A 				1	27
English	ENGL 85,O'HARA D M 	ENGL 85	O'HARA D M 				5	25
English	ENGL 85,MARKARIAN E A 	ENGL 85	MARKARIAN E A 				2	28
English	ENGL 85,HIOUREAS E C 	ENGL 85	HIOUREAS E C 				4	27
English	ENGL 85,DAVISON IV G S	ENGL 85	DAVISON IV G S				5	26
English	ENGL 85,JAMES K R 	ENGL 85	JAMES K R 				6	25
English	ENGL 85,HIOUREAS E C 	ENGL 85	HIOUREAS E C 				1	27
English	ENGL 85,EBERLE B M 	ENGL 85	EBERLE B M 				3	25
English	ENGL 85,MAVROMATI A C 	ENGL 85	MAVROMATI A C 				2	24
English	ENGL 85,SCHNITZLER A P 	ENGL 85	SCHNITZLER A P 				5	25
English	ENGL 85,GARCIA M S 	ENGL 85	GARCIA M S 				6	23
English	ENGL 85,COLTON P M 	ENGL 85	COLTON P M 				3	25
English	ENGL 85,SCHNITZLER A P 	ENGL 85	SCHNITZLER A P 				6	27
English	ENGL 85,MILLER N A 	ENGL 85	MILLER N A 				9	25
English	ENGL 85,KRUG J M 	ENGL 85	KRUG J M 				4	24
English	ENGL 85,SHAPIRO E P 	ENGL 85	SHAPIRO E P 				5	24
English	ENGL 85,COLTON P M 	ENGL 85	COLTON P M 				1	26
English	ENGL 85,WEATHERFORD K C 	ENGL 85	WEATHERFORD K C 				6	24
English	ENGL 85,SHAPIRO E P 	ENGL 85	SHAPIRO E P 				6	22
English	HUM 26,REMMES J	HUM 26	REMMES J	2	4	2		15
English	HUM 88A,BEARDSLEY J D	HUM 88A	BEARDSLEY J D	1				1
English	HUM 88C,BEARDSLEY J D 	HUM 88C	BEARDSLEY J D 					1
English	REL ST 51,REMMES J	REL ST 51	REMMES J	2	7	5	1	24
English	REL ST 52,DEL GEORGE D K	REL ST 52	DEL GEORGE D K	13	4	3	1	23
ESL	ESL 10G,JACOBS T	ESL 10G	JACOBS T	5	10	7		25
ESL	ESL 10G,KAHN A B	ESL 10G	KAHN A B	2	7	9		27
ESL	ESL 10G,ELLIS T L	ESL 10G	ELLIS T L	2	12	4		25
ESL	ESL 10G,HAHN CH S 	ESL 10G	HAHN CH S 	6	4	2	3	24
ESL	ESL 10G,STENOS M S	ESL 10G	STENOS M S	6	13	1		23
ESL	ESL 10W,HARCLERODE J E	ESL 10W	HARCLERODE J E	6	10	8		27
ESL	ESL 10W,KOENIG GOLOMBEK L	ESL 10W	KOENIG GOLOMBEK L	2	8	12	1	25
ESL	ESL 10W,SPECTOR A L	ESL 10W	SPECTOR A L	5	5	3	1	25
ESL	ESL 10W,WOLFE R A	ESL 10W	WOLFE R A	1	3	8		24
ESL	ESL 10W,LEE M E 	ESL 10W	LEE M E 	3	1	2	3	9
ESL	ESL 10W,KUNIMOTO T A	ESL 10W	KUNIMOTO T A	1	8	9		25
ESL	ESL 11A,LODMER E L	ESL 11A	LODMER E L	2	4	12		28
ESL	ESL 11A,MARASCO J A	ESL 11A	MARASCO J A	2	13	7	1	27
ESL	ESL 11A,NIGHTINGALE M D	ESL 11A	NIGHTINGALE M D	2	8	10		22
ESL	ESL 11A,JAFFE S R	ESL 11A	JAFFE S R	3	13	6		25
ESL	ESL 11A,DELLAPASQUA L C	ESL 11A	DELLAPASQUA L C	1	7	10		24
ESL	ESL 11A,KIM E	ESL 11A	KIM E	4	11	6		24
ESL	ESL 11A,GRAZIADEI K N	ESL 11A	GRAZIADEI K N	6	8	6		26
ESL	ESL 11A,STIVENER M	ESL 11A	STIVENER M	1	4	7		25
ESL	ESL 11A,HOROWITZ R S	ESL 11A	HOROWITZ R S	4	10	5		24
ESL	ESL 11A,CERQUEIRA B L	ESL 11A	CERQUEIRA B L	2	7	6	1	25
ESL	ESL 11B,NIGHTINGALE M D	ESL 11B	NIGHTINGALE M D	2	1	1	7	18
ESL	ESL 11B,LEVITT D J	ESL 11B	LEVITT D J	1	1	2	2	23
ESL	ESL 11B,MARASCO J A	ESL 11B	MARASCO J A	1	3	5	2	25
ESL	ESL 11B,ASHLEIGH S B 	ESL 11B	ASHLEIGH S B 	5	4	7	1	25
ESL	ESL 11B,WOLFE R A	ESL 11B	WOLFE R A	5	5	4	2	25
ESL	ESL 11B,GILL A M 	ESL 11B	GILL A M 	2	4	3	6	24
ESL	ESL 11B,LEE M E	ESL 11B	LEE M E	2	14	5	2	24
ESL	ESL 11B,JORDAN S	ESL 11B	JORDAN S	1	5	4	11	25
ESL	ESL 14A,MARASCO J A	ESL 14A	MARASCO J A	9	16	4	2	32
ESL	ESL 14A,SPECTOR A L	ESL 14A	SPECTOR A L	9	8	1	1	23
ESL	ESL 14B,MARASCO J A	ESL 14B	MARASCO J A	7	15	7		37
ESL	ESL 15,BOSTWICK L H	ESL 15	BOSTWICK L H	9	3			14
ESL	ESL 15,BOSTWICK L H	ESL 15	BOSTWICK L H	16	6			29
ESL	ESL 16A,NIGHTINGALE M D	ESL 16A	NIGHTINGALE M D	3	11	6		31
ESL	ESL 16B,MORROW E F	ESL 16B	MORROW E F	23	6	5		39
ESL	ESL 16B,NIGHTINGALE M D	ESL 16B	NIGHTINGALE M D	5	5	3	1	17
ESL	ESL 16C,MORROW E F	ESL 16C	MORROW E F	13	7	5		28
ESL	ESL 16C,NIGHTINGALE M D	ESL 16C	NIGHTINGALE M D	3	1	3		32
ESL	ESL 17,STIVENER M	ESL 17	STIVENER M	3	5	6		21
ESL	ESL 20A,ELLIS T L	ESL 20A	ELLIS T L	9	10	5		32
ESL	ESL 20A,RANDALL T R	ESL 20A	RANDALL T R	1	5	8		25
ESL	ESL 20B,HARCLERODE J E	ESL 20B	HARCLERODE J E	12	5	4		27
ESL	ESL 21A,LANGTON L M	ESL 21A	LANGTON L M	3	3	6	14	27
ESL	ESL 21A,HOOVER J	ESL 21A	HOOVER J	1	3	4	7	32
ESL	ESL 21A,HOOVER J 	ESL 21A	HOOVER J 	1	7	5	3	31
ESL	ESL 21A,KOENIG GOLOMBEK L 	ESL 21A	KOENIG GOLOMBEK L 	2	2	5	1	29
ESL	ESL 21A,LANGTON L M	ESL 21A	LANGTON L M	4	5	9	9	35
ESL	ESL 21A,JAFFE S R	ESL 21A	JAFFE S R	1	1	9	9	36
ESL	ESL 21A,HOOVER J 	ESL 21A	HOOVER J 	2	3	4	7	38
ESL	ESL 21A,LEVEQUE V F 	ESL 21A	LEVEQUE V F 	2	4	6	4	23
ESL	ESL 21A,JAFFE S R	ESL 21A	JAFFE S R	2	2	3	13	35
ESL	ESL 21A,CAFFEE N B 	ESL 21A	CAFFEE N B 	1			1	23
ESL	ESL 21A,LANGTON L M	ESL 21A	LANGTON L M	2	4	6	16	36
ESL	ESL 21A,LEVITT D J	ESL 21A	LEVITT D J	3	2	2	2	23
ESL	ESL 21A,GILL A M 	ESL 21A	GILL A M 	15		2	4	25
ESL	ESL 21A,LEVEQUE V F 	ESL 21A	LEVEQUE V F 	2	3	5	2	19
ESL	ESL 21A,KIM E 	ESL 21A	KIM E 		1	7	3	22
ESL	ESL 21A,LEVITT D J	ESL 21A	LEVITT D J	3	3	2	5	22
ESL	ESL 21A,JO C J 	ESL 21A	JO C J 		7	4	2	24
ESL	ESL 21A,CAFFEE N B 	ESL 21A	CAFFEE N B 		1	1	4	25
ESL	ESL 21A,GRAZIADEI K N	ESL 21A	GRAZIADEI K N	1	8	8	8	36
ESL	ESL 21A,JO C J 	ESL 21A	JO C J 		1	2		21
ESL	ESL 21A,SILVER J L 	ESL 21A	SILVER J L 	2	5	2	2	25
ESL	ESL 21A,LEVEQUE V F 	ESL 21A	LEVEQUE V F 	1	11	8	2	25
ESL	ESL 21A,YENSER S J 	ESL 21A	YENSER S J 	1	2		4	23
ESL	ESL 21A,YENSER S J 	ESL 21A	YENSER S J 	3	2		4	25
ESL	ESL 21A,HARCLERODE J E	ESL 21A	HARCLERODE J E	2	11	2	19	35
ESL	ESL 21A,CAFFEE N B 	ESL 21A	CAFFEE N B 	1	5	4	1	25
ESL	ESL 21B,LANGTON L M	ESL 21B	LANGTON L M	2	7	8	16	36
ESL	ESL 21B,HOOVER J	ESL 21B	HOOVER J	2	1	4	7	27
ESL	ESL 21B,LODMER E L	ESL 21B	LODMER E L	1	3	3	13	32
ESL	ESL 21B,LODMER E L	ESL 21B	LODMER E L	1	9	5	10	34
ESL	ESL 21B,KOENIG GOLOMBEK L 	ESL 21B	KOENIG GOLOMBEK L 		5	1		35
ESL	ESL 21B,KUNIMOTO T A 	ESL 21B	KUNIMOTO T A 			2	5	24
ESL	ESL 21B,KAHN A B	ESL 21B	KAHN A B	1	3	9	7	25
ESL	ESL 21B,IBARAKI A T 	ESL 21B	IBARAKI A T 	1	8	1	4	25
ESL	ESL 21B,IBARAKI A T 	ESL 21B	IBARAKI A T 		3		2	25
ESL	ESL 21B,JO C J 	ESL 21B	JO C J 	1	4	3	2	21
ESL	ESL 21B,TRACEY M P 	ESL 21B	TRACEY M P 	2	2	3		24
ESL	ESL 21B,YENSER S J 	ESL 21B	YENSER S J 	2	1		1	25
ESL	ESL 21B,TRACEY M P 	ESL 21B	TRACEY M P 	4	2	1		25
ESL	ESL 21B,STENOS M S	ESL 21B	STENOS M S	1	2	2	11	25
ESL	ESL 21B,WALKER D D	ESL 21B	WALKER D D	4	3	1	15	26
ESL	ESL 21B,TRACEY M P	ESL 21B	TRACEY M P	2	5	1	12	26
ESL	ESL 23,JORDAN S	ESL 23	JORDAN S	16	6	1		28
ESL	ESL 23,GRAZIADEI K N	ESL 23	GRAZIADEI K N	8	5	2		18
ESL	ESL 25,CERQUEIRA B L 	ESL 25	CERQUEIRA B L 	2	5	3	1	16
ESL	ESL 28,IBARAKI A T	ESL 28	IBARAKI A T	8	3	9	1	32
ESL	ESL 28,RANDALL T R 	ESL 28	RANDALL T R 	4	5	1	2	12
Health Science	HEALTH 61,REES D M	HEALTH 61	REES D M	12	10	4	1	43
Health Science	NURSNG 10,THIERCOF H A	NURSNG 10	THIERCOF H A	8	30	1		39
Health Science	NURSNG 10L,THIERCOF H A 	NURSNG 10L	THIERCOF H A 					10
Health Science	NURSNG 10L,GODAWA K S 	NURSNG 10L	GODAWA K S 					10
Health Science	NURSNG 10L,GALARAGA E 	NURSNG 10L	GALARAGA E 					10
Health Science	NURSNG 10L,PETERS H Y 	NURSNG 10L	PETERS H Y 					9
Health Science	NURSNG 15,THIERCOF H A	NURSNG 15	THIERCOF H A	11	24	4		40
Health Science	NURSNG 15L,SHORT A D 	NURSNG 15L	SHORT A D 					10
Health Science	NURSNG 15L,SHORT A D 	NURSNG 15L	SHORT A D 					10
Health Science	NURSNG 15L,SHORT A D 	NURSNG 15L	SHORT A D 				10	10
Health Science	NURSNG 15L,SHORT A D 	NURSNG 15L	SHORT A D 				10	10
Health Science	NURSNG 16,WILLIAMS E J 	NURSNG 16	WILLIAMS E J 				16	16
Health Science	NURSNG 17,FRIEDMAN M H	NURSNG 17	FRIEDMAN M H	9	3	7		27
Health Science	NURSNG 17,FRIEDMAN M H	NURSNG 17	FRIEDMAN M H	7	3			14
Health Science	NURSNG 20,ANGEL V M	NURSNG 20	ANGEL V M	1	10	16		39
Health Science	NURSNG 20L,ANGEL V M 	NURSNG 20L	ANGEL V M 				8	10
Health Science	NURSNG 20L,PENAFLORIDA D D 	NURSNG 20L	PENAFLORIDA D D 				5	9
Health Science	NURSNG 20L,MAYORGA A 	NURSNG 20L	MAYORGA A 				5	10
Health Science	NURSNG 20L,SOSHNIK R M 	NURSNG 20L	SOSHNIK R M 				9	10
Health Science	NURSNG 25,FARBER G C	NURSNG 25	FARBER G C	6	19	1		31
Health Science	NURSNG 25L,WISE J K 	NURSNG 25L	WISE J K 				7	7
Health Science	NURSNG 25L,RISINGER L A 	NURSNG 25L	RISINGER L A 				6	6
Health Science	NURSNG 25L,FARBER G C 	NURSNG 25L	FARBER G C 				7	7
Health Science	NURSNG 25L,FARBER G C 	NURSNG 25L	FARBER G C 				6	6
Health Science	NURSNG 28,THIERCOF H A	NURSNG 28	THIERCOF H A	23	3			26
Health Science	NURSNG 30,WILLIAMS E J	NURSNG 30	WILLIAMS E J	1	13	16		33
Health Science	NURSNG 30L,WILLIAMS E J 	NURSNG 30L	WILLIAMS E J 				7	8
Health Science	NURSNG 30L,STOVALL K 	NURSNG 30L	STOVALL K 				8	8
Health Science	NURSNG 30L,MCDONALD J M 	NURSNG 30L	MCDONALD J M 				7	8
Health Science	NURSNG 30L,LEE A K 	NURSNG 30L	LEE A K 				8	9
Health Science	NURSNG 35,ANGEL V M	NURSNG 35	ANGEL V M	1	23	11		36
Health Science	NURSNG 35L,ANGEL V M 	NURSNG 35L	ANGEL V M 				8	9
Health Science	NURSNG 35L,ABERBOOK V A 	NURSNG 35L	ABERBOOK V A 				9	9
Health Science	NURSNG 35L,BREGMAN M A 	NURSNG 35L	BREGMAN M A 				9	9
Health Science	NURSNG 35L,NONE 85 	NURSNG 35L	NONE 85 				9	9
Health Science	NURSNG 36,LOPEZ G M	NURSNG 36	LOPEZ G M	4	2	3		27
Health Science	NURSNG 36,LOPEZ G M	NURSNG 36	LOPEZ G M	6	5	4		18
Health Science	NURSNG 40,ADLER E	NURSNG 40	ADLER E	7	8			17
Health Science	NURSNG 40,ADLER E	NURSNG 40	ADLER E	4	10	1		15
Health Science	NURSNG 40L,ESTRELLA D J 	NURSNG 40L	ESTRELLA D J 					9
Health Science	NURSNG 40L,ESTRELLA D J 	NURSNG 40L	ESTRELLA D J 					9
Health Science	NURSNG 40L,WISE J K 	NURSNG 40L	WISE J K 					6
Health Science	NURSNG 40L,WISE J K 	NURSNG 40L	WISE J K 				1	7
Health Science	NURSNG 45,ABERBOOK V A	NURSNG 45	ABERBOOK V A	1	12	3		16
Health Science	NURSNG 45,ABERBOOK V A	NURSNG 45	ABERBOOK V A	1	10	4		15
Health Science	NURSNG 45L,SMITH D L 	NURSNG 45L	SMITH D L 					8
Health Science	NURSNG 45L,SMITH D L 	NURSNG 45L	SMITH D L 					10
Health Science	NURSNG 45L,ABERBOOK V A 	NURSNG 45L	ABERBOOK V A 					7
Health Science	NURSNG 45L,ABERBOOK V A 	NURSNG 45L	ABERBOOK V A 					6
Health Science	NURSNG 50,WILLIAMS E J	NURSNG 50	WILLIAMS E J	8	16	6		30
Health Science	NURSNG 50L,WILLIAMS E J 	NURSNG 50L	WILLIAMS E J 				1	18
Health Science	NURSNG 50L,DULI L R 	NURSNG 50L	DULI L R 				1	14
Health Science	RES TH 1,SANTANA S A	RES TH 1	SANTANA S A	8	7	4		31
Health Science	RES TH 60,SANTANA S A	RES TH 60	SANTANA S A	4	10	1		20
History	HIST 1,COOPER J A	HIST 1	COOPER J A	13	8	4		40
History	HIST 1,MAYNC T M	HIST 1	MAYNC T M	6	12	11		44
